id_client;age;sexe;formule;date_demande;usage_vehicule;age_vehicule;type_vehicule;points_perdus;type_conduite;présence d'enfants;intrevalles _revenus;intevalles_devis;conduite _accompagne
127728660;68;M;dev_integral;05/01/2022;Commercial;1;Minivan;6;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127728667;41;F;dev_vip;11/01/2022;Commercial;18;Panel Truck;0;Highly Urban/ Urban;Oui;200k+;600€-900€;Oui
127728674;56;M;dev_integral;11/03/2022;Commercial;1;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127728681;77;F;dev_integral;10/01/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127728688;55;M;dev_integral;15/05/2022;Commercial;1;Van;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127728695;71;F;dev_integral;03/01/2022;Private;6;z_SUV;2;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127728702;73;F;dev_integral;22/01/2022;Private;11;Minivan;1;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127728709;79;F;dev_premium;03/04/2022;Commercial;4;Pickup;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728716;27;F;dev_integral;15/03/2022;Commercial;14;Pickup;4;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127728723;75;M;dev_vip;11/05/2022;Private;22;Van;2;z_Highly Rural/ Rural;Non;0-50k;900€+;Non
127728730;53;M;dev_premium;20/02/2022;Private;16;Minivan;5;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127728737;45;M;dev_integral;07/03/2022;Private;6;Sports Car;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728744;43;M;dev_integral;11/04/2022;Commercial;18;Pickup;4;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Oui
127728751;76;M;dev_premium;21/01/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127728758;6;M;dev_integral;22/03/2022;Private;12;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728765;52;F;dev_integral;11/04/2022;Commercial;13;Minivan;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728772;10;F;dev_integral;17/01/2022;Private;1;z_SUV;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728779;23;M;dev_integral;08/04/2022;Private;15;z_SUV;4;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Oui
127728786;21;F;dev_express;10/05/2022;Commercial;8;z_SUV;3;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127728793;38;M;dev_integral;23/02/2022;Private;1;z_SUV;1;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127728800;68;M;dev_express;02/04/2022;Private;1;Pickup;1;z_Highly Rural/ Rural;Oui;50k-100k;0€-300€;Non
127728807;45;F;dev_integral;15/02/2022;Commercial;6;Pickup;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728814;80;M;dev_express;08/01/2022;Commercial;1;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127728821;86;M;dev_integral;24/03/2022;Commercial;16;Pickup;4;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127728828;65;F;dev_integral;24/05/2022;Commercial;11;z_SUV;5;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127728835;33;F;dev_integral;17/01/2022;Private;15;Minivan;5;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728842;70;M;dev_integral;17/03/2022;Commercial;1;z_SUV;3;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127728849;11;F;dev_express;05/01/2022;Commercial;5;Van;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127728856;22;M;dev_premium;13/05/2022;Commercial;5;Van;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127728863;71;M;dev_express;14/01/2022;Private;8;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127728870;69;F;dev_premium;16/01/2022;Private;1;Minivan;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728877;36;F;dev_integral;13/04/2022;Commercial;6;z_SUV;1;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127728884;4;F;dev_express;09/03/2022;Private;11;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728891;67;M;dev_express;15/03/2022;Private;1;Minivan;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127728898;65;M;dev_integral;07/02/2022;Commercial;8;Van;2;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127728905;79;M;dev_express;08/03/2022;Commercial;3;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728912;28;F;dev_premium;07/01/2022;Commercial;5;Pickup;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127728919;47;M;dev_premium;13/04/2022;Private;15;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728926;6;F;dev_premium;10/03/2022;Commercial;8;Pickup;4;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728933;41;F;dev_express;02/05/2022;Private;8;z_SUV;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728940;51;F;dev_express;04/05/2022;Private;1;Pickup;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728947;7;M;dev_express;17/05/2022;Private;12;Minivan;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728954;52;M;dev_express;25/04/2022;Private;11;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728961;35;M;dev_express;11/05/2022;Private;10;Minivan;1;z_Highly Rural/ Rural;Non;100k-150k;0€-300€;Non
127728968;51;M;dev_integral;05/02/2022;Private;12;z_SUV;1;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127728975;61;F;dev_express;03/03/2022;Private;1;Minivan;6;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127728982;60;M;dev_integral;18/05/2022;Private;5;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127728989;42;F;dev_integral;25/02/2022;Commercial;9;Minivan;0;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127728996;79;M;dev_vip;18/01/2022;Commercial;5;Panel Truck;5;Highly Urban/ Urban;Non;0-50k;600€-900€;Non
127729003;57;F;dev_premium;08/05/2022;Private;7;Minivan;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729010;66;M;dev_express;19/02/2022;Private;5;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729017;6;F;dev_express;10/01/2022;Commercial;3;Pickup;6;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729024;71;F;dev_express;30/03/2022;Commercial;1;Minivan;1;z_Highly Rural/ Rural;Non;50k-100k;0€-300€;Non
127729031;21;F;dev_express;07/05/2022;Private;1;Van;1;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127729038;12;F;dev_express;20/05/2022;Private;1;Minivan;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729045;51;F;dev_integral;07/05/2022;Commercial;21;Van;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729052;71;M;dev_premium;04/04/2022;Commercial;1;z_SUV;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729059;16;F;dev_express;04/03/2022;Private;10;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729066;70;M;dev_integral;11/02/2022;Commercial;10;Panel Truck;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729073;85;F;dev_premium;31/03/2022;Commercial;7;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127729080;69;F;dev_express;26/01/2022;Private;1;Van;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127729087;81;M;dev_integral;13/02/2022;Commercial;1;Sports Car;2;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127729094;6;M;dev_premium;15/01/2022;Private;17;Pickup;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729101;24;M;dev_integral;23/02/2022;Commercial;9;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729108;23;F;dev_integral;21/03/2022;Private;15;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127729115;30;M;dev_integral;29/04/2022;Private;11;Sports Car;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127729122;59;M;dev_express;07/03/2022;Private;9;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127729129;73;M;dev_express;29/05/2022;Private;5;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729136;54;M;dev_express;10/03/2022;Private;1;Minivan;2;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729143;61;M;dev_express;08/02/2022;Private;11;Minivan;2;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729150;18;F;dev_integral;11/04/2022;Commercial;11;Van;8;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729157;86;M;dev_integral;26/05/2022;Private;9;Van;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729164;3;M;dev_express;18/04/2022;Commercial;6;z_SUV;4;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127729171;3;F;dev_express;19/02/2022;Commercial;17;Pickup;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729178;30;F;dev_integral;12/04/2022;Commercial;9;Sports Car;3;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729185;65;M;dev_integral;17/04/2022;Commercial;3;Pickup;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127729192;68;M;dev_integral;23/03/2022;Private;7;Minivan;4;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729199;39;M;dev_integral;05/02/2022;Private;14;z_SUV;4;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729206;61;F;dev_premium;26/03/2022;Private;14;Minivan;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729213;41;F;dev_integral;18/04/2022;Commercial;10;Van;3;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127729220;16;M;dev_integral;30/01/2022;Commercial;1;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729227;10;F;dev_express;02/02/2022;Private;1;z_SUV;6;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127729234;57;M;dev_integral;08/04/2022;Commercial;6;Minivan;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127729241;65;F;dev_express;01/04/2022;Commercial;1;Panel Truck;4;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729248;21;M;dev_premium;07/01/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729255;61;F;dev_integral;06/05/2022;Private;14;z_SUV;3;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127729262;18;M;dev_premium;26/05/2022;Private;9;Van;2;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729269;65;M;dev_integral;09/03/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127729276;57;M;dev_integral;04/02/2022;Private;10;Van;3;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127729283;67;M;dev_express;30/03/2022;Commercial;9;Minivan;3;z_Highly Rural/ Rural;Oui;50k-100k;0€-300€;Non
127729290;54;M;dev_integral;05/01/2022;Private;1;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127729297;64;M;dev_express;13/03/2022;Commercial;8;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729304;67;M;dev_integral;13/04/2022;Commercial;12;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127729311;68;M;dev_express;03/05/2022;Private;14;Minivan;1;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127729318;29;M;dev_integral;19/03/2022;Commercial;8;z_SUV;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127729325;4;M;dev_integral;12/05/2022;Commercial;9;Pickup;3;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127729332;74;M;dev_express;19/04/2022;Private;3;z_SUV;4;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729339;28;F;dev_express;09/03/2022;Private;20;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729346;57;M;dev_integral;30/03/2022;Commercial;9;Panel Truck;1;Highly Urban/ Urban;Non;200k+;0€-300€;Non
127729353;39;M;dev_integral;17/01/2022;Private;6;Pickup;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729360;53;F;dev_express;14/04/2022;Commercial;1;Pickup;7;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729367;60;M;dev_premium;07/04/2022;Private;8;Sports Car;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729374;28;F;dev_integral;26/01/2022;Private;10;Sports Car;1;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729381;17;M;dev_integral;26/01/2022;Private;16;Minivan;2;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127729388;42;F;dev_integral;15/03/2022;Private;11;z_SUV;2;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127729395;54;F;dev_integral;30/05/2022;Private;17;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729402;48;F;dev_premium;21/05/2022;Private;8;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729409;8;M;dev_integral;01/01/2022;Commercial;10;Pickup;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127729416;92;M;dev_express;24/02/2022;Private;15;z_SUV;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729423;27;F;dev_integral;12/01/2022;Private;10;Pickup;2;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127729430;72;M;dev_integral;14/01/2022;Private;1;Sports Car;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127729437;60;F;dev_integral;02/02/2022;Commercial;7;Pickup;1;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127729444;50;M;dev_integral;10/04/2022;Private;14;Minivan;2;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729451;15;M;dev_integral;28/05/2022;Private;5;z_SUV;4;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729458;36;M;dev_integral;19/05/2022;Commercial;1;Minivan;1;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729465;52;F;dev_integral;05/03/2022;Private;9;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729472;71;M;dev_express;04/01/2022;Commercial;16;Pickup;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729479;28;M;dev_integral;23/04/2022;Commercial;9;Van;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729486;70;M;dev_integral;19/01/2022;Private;16;z_SUV;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729493;61;M;dev_integral;14/05/2022;Commercial;19;Pickup;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729500;66;M;dev_integral;22/02/2022;Commercial;4;Pickup;4;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729507;30;F;dev_integral;24/02/2022;Commercial;17;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729514;42;F;dev_integral;14/01/2022;Commercial;1;z_SUV;1;z_Highly Rural/ Rural;Oui;100k-150k;0€-300€;Non
127729521;64;M;dev_premium;06/01/2022;Private;16;Minivan;1;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127729528;6;F;dev_integral;21/01/2022;Private;22;z_SUV;3;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127729535;46;M;dev_integral;12/04/2022;Private;12;Minivan;2;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127729542;51;M;dev_premium;05/01/2022;Private;15;Minivan;1;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127729549;64;M;dev_integral;10/01/2022;Commercial;11;Pickup;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729556;62;F;dev_premium;08/04/2022;Commercial;1;Minivan;0;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127729563;62;M;dev_integral;30/03/2022;Private;15;Pickup;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729570;78;M;dev_express;12/04/2022;Commercial;16;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729577;82;F;dev_integral;15/03/2022;Private;1;Minivan;1;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729584;83;F;dev_integral;12/03/2022;Private;1;z_SUV;4;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729591;65;M;dev_integral;14/03/2022;Commercial;17;Pickup;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729598;86;M;dev_integral;09/01/2022;Commercial;13;Van;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729605;56;M;dev_express;27/02/2022;Commercial;7;z_SUV;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729612;69;F;dev_premium;02/02/2022;Private;10;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127729619;70;M;dev_express;06/03/2022;Commercial;1;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729626;58;M;dev_express;06/01/2022;Private;12;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729633;37;F;dev_integral;03/04/2022;Private;9;z_SUV;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729640;60;F;dev_integral;30/04/2022;Private;10;Minivan;0;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127729647;85;M;dev_integral;19/03/2022;Private;13;Pickup;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729654;88;F;dev_express;24/01/2022;Private;9;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127729661;61;F;dev_integral;23/02/2022;Private;1;Minivan;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729668;63;M;dev_integral;17/05/2022;Commercial;8;Sports Car;7;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729675;27;F;dev_express;06/03/2022;Private;1;Van;4;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729682;12;F;dev_integral;13/03/2022;Private;1;Pickup;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729689;5;M;dev_premium;10/02/2022;Commercial;10;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729696;66;F;dev_integral;16/01/2022;Private;16;z_SUV;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729703;55;M;dev_express;19/05/2022;Commercial;11;Panel Truck;6;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729710;74;M;dev_express;18/04/2022;Private;18;z_SUV;2;Highly Urban/ Urban;Oui;150k-200k;0€-300€;Non
127729717;65;M;dev_integral;13/01/2022;Commercial;5;z_SUV;2;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127729724;51;M;dev_integral;28/05/2022;Commercial;1;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729731;46;F;dev_express;28/03/2022;Commercial;15;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729738;81;F;dev_integral;15/03/2022;Private;3;Minivan;1;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729745;61;M;dev_integral;10/03/2022;Private;7;Pickup;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729752;74;M;dev_express;20/01/2022;Private;5;z_SUV;4;z_Highly Rural/ Rural;Oui;50k-100k;0€-300€;Non
127729759;60;F;dev_integral;09/04/2022;Private;22;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729766;30;M;dev_premium;05/03/2022;Commercial;21;Pickup;1;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729773;13;M;dev_premium;09/04/2022;Commercial;14;Van;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127729780;58;F;dev_integral;16/02/2022;Private;1;Pickup;5;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127729787;76;M;dev_integral;06/04/2022;Commercial;10;Minivan;6;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729794;67;F;dev_express;23/03/2022;Private;11;Van;4;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729801;74;F;dev_express;25/01/2022;Private;1;z_SUV;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729808;23;F;dev_express;21/01/2022;Commercial;7;z_SUV;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729815;69;M;dev_integral;27/01/2022;Private;15;Minivan;8;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Non
127729822;77;M;dev_integral;22/04/2022;Commercial;1;z_SUV;9;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127729829;67;M;dev_express;13/03/2022;Private;17;z_SUV;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127729836;61;F;dev_premium;15/01/2022;Commercial;8;Van;4;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127729843;2;F;dev_express;24/02/2022;Private;15;Minivan;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729850;58;F;dev_integral;27/03/2022;Private;1;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729857;61;M;dev_express;02/04/2022;Commercial;10;Van;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729864;23;F;dev_integral;18/02/2022;Private;1;Minivan;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729871;78;M;dev_integral;17/04/2022;Private;7;z_SUV;2;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127729878;41;F;dev_express;20/05/2022;Commercial;7;Pickup;3;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127729885;15;F;dev_integral;29/01/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127729892;42;M;dev_express;01/05/2022;Private;7;z_SUV;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729899;17;M;dev_premium;02/05/2022;Private;1;z_SUV;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729906;63;F;dev_express;22/04/2022;Commercial;17;Van;4;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729913;67;M;dev_integral;24/01/2022;Private;18;z_SUV;7;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729920;17;M;dev_premium;23/02/2022;Private;9;Pickup;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127729927;63;F;dev_premium;22/05/2022;Commercial;1;Van;4;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127729934;46;F;dev_vip;17/03/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;900€+;Oui
127729941;12;F;dev_express;04/04/2022;Commercial;10;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127729948;23;M;dev_integral;01/05/2022;Private;4;Minivan;4;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127729955;87;F;dev_integral;02/05/2022;Commercial;6;Panel Truck;4;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127729962;26;F;dev_integral;28/03/2022;Commercial;7;Pickup;0;z_Highly Rural/ Rural;Oui;100k-150k;0€-300€;Oui
127729969;43;F;dev_integral;19/05/2022;Commercial;12;Panel Truck;1;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127729976;55;M;dev_express;14/05/2022;Private;6;Van;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127729983;82;F;dev_premium;06/05/2022;Private;13;z_SUV;0;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Non
127729990;60;M;dev_premium;25/04/2022;Commercial;10;Pickup;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127729997;32;F;dev_premium;18/03/2022;Private;13;z_SUV;6;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730004;38;F;dev_integral;15/04/2022;Private;17;Minivan;0;Highly Urban/ Urban;Non;200k+;300€-600€;Non
127730011;69;F;dev_premium;20/01/2022;Commercial;9;Pickup;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127730018;15;F;dev_vip;14/03/2022;Commercial;9;z_SUV;4;Highly Urban/ Urban;Non;0-50k;600€-900€;Non
127730025;91;M;dev_express;08/01/2022;Private;12;Sports Car;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730032;77;F;dev_integral;21/04/2022;Private;6;Sports Car;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730039;88;F;dev_premium;19/02/2022;Private;6;z_SUV;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730046;89;M;dev_integral;04/04/2022;Commercial;8;Panel Truck;2;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127730053;41;M;dev_premium;17/01/2022;Private;6;z_SUV;4;z_Highly Rural/ Rural;Oui;100k-150k;300€-600€;Oui
127730060;42;F;dev_express;14/01/2022;Commercial;12;Panel Truck;5;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127730067;58;M;dev_integral;01/02/2022;Commercial;13;Van;4;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127730074;63;F;dev_integral;03/04/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730081;63;F;dev_integral;25/02/2022;Private;15;Minivan;5;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127730088;10;M;dev_express;14/05/2022;Private;5;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127730095;44;M;dev_express;01/02/2022;Private;1;Pickup;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730102;8;F;dev_premium;09/02/2022;Private;16;Minivan;1;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127730109;80;M;dev_integral;13/01/2022;Private;9;Pickup;3;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127730116;51;M;dev_express;14/05/2022;Private;8;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730123;55;F;dev_premium;27/01/2022;Private;8;z_SUV;3;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730130;49;M;dev_integral;03/01/2022;Commercial;7;Van;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730137;83;M;dev_integral;26/03/2022;Commercial;7;Pickup;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730144;91;F;dev_integral;07/03/2022;Private;10;Minivan;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127730151;64;M;dev_integral;01/03/2022;Commercial;7;z_SUV;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730158;67;M;dev_integral;04/05/2022;Commercial;13;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730165;11;F;dev_express;04/02/2022;Commercial;12;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
